rank,feature,importance,raw_value,method
122,prior_updrs_1_missing,7.044672956400922e-05,7.044672956400922e-05,feature_importances_
123,protein_n_unique_lag1_missing,6.798028693907397e-05,6.798028693907397e-05,feature_importances_
124,peptide_abundance_median_missing,5.965244643117341e-05,5.965244643117341e-05,feature_importances_
125,peptide_abundance_std_missing,5.923032121524233e-05,5.923032121524233e-05,feature_importances_
126,protein_npx_min_missing,5.8724456972221127e-05,5.8724456972221127e-05,feature_importances_
127,peptide_abundance_mean_delta_missing,4.5940013009157964e-05,4.5940013009157964e-05,feature_importances_
128,peptide_abundance_std_lag1_missing,4.585633082608382e-05,4.585633082608382e-05,feature_importances_
129,peptide_abundance_max_lag1_missing,4.486731938876185e-05,4.486731938876185e-05,feature_importances_
130,peptide_n_rows_delta_missing,4.399266400414774e-05,4.399266400414774e-05,feature_importances_
131,protein_npx_mean_missing,3.7623260579121407e-05,3.7623260579121407e-05,feature_importances_
132,peptide_abundance_std_delta_missing,3.3696811685752476e-05,3.3696811685752476e-05,feature_importances_
133,protein_npx_min_delta_missing,2.7134282142096617e-05,2.7134282142096617e-05,feature_importances_
134,peptide_n_unique_lag1_missing,1.81415819097075e-05,1.81415819097075e-05,feature_importances_
135,peptide_n_unique_delta_missing,1.768573644727472e-05,1.768573644727472e-05,feature_importances_
136,prior_updrs_2_missing,1.2770240879167168e-05,1.2770240879167168e-05,feature_importances_
137,current_updrs_1_missing,0.0,0.0,feature_importances_
138,current_updrs_2_missing,0.0,0.0,feature_importances_
