rank,feature,importance,raw_value,method
1,current_updrs_2,0.7971022138736165,0.7971022138736165,feature_importances_
2,current_updrs_3,0.023016081986207623,0.023016081986207623,feature_importances_
3,prior_updrs_2,0.022618207978203245,0.022618207978203245,feature_importances_
4,prior_updrs_3,0.010980046956066178,0.010980046956066178,feature_importances_
5,current_updrs_1,0.01004816859090681,0.01004816859090681,feature_importances_
6,prior_updrs_1,0.008421258947257357,0.008421258947257357,feature_importances_
7,visit_number,0.007636192257796398,0.007636192257796398,feature_importances_
8,current_updrs_4,0.0055344330712919065,0.0055344330712919065,feature_importances_
9,prior_updrs_4,0.004676348998412614,0.004676348998412614,feature_importances_
10,peptide_abundance_min_rolling3_std,0.004075500836888914,0.004075500836888914,feature_importances_
11,protein_npx_min_rolling3_mean,0.0039989390239839355,0.0039989390239839355,feature_importances_
12,protein_npx_min_rolling3_std,0.003578780174881871,0.003578780174881871,feature_importances_
13,peptide_abundance_min_rolling3_mean,0.0034885091074933604,0.0034885091074933604,feature_importances_
14,peptide_abundance_min_delta,0.0033155177294639203,0.0033155177294639203,feature_importances_
15,protein_npx_median_rolling3_std,0.002997883031430192,0.002997883031430192,feature_importances_
16,peptide_abundance_max_rolling3_std,0.0029499553617089737,0.0029499553617089737,feature_importances_
17,peptide_abundance_median_rolling3_std,0.0027033668346381464,0.0027033668346381464,feature_importances_
18,protein_npx_median_rolling3_mean,0.002660622578652554,0.002660622578652554,feature_importances_
19,peptide_abundance_median_rolling3_mean,0.0024043159583026887,0.0024043159583026887,feature_importances_
20,peptide_abundance_max_rolling3_mean,0.00226821491182869,0.00226821491182869,feature_importances_
21,peptide_n_rows_rolling3_std,0.00214434282260551,0.00214434282260551,feature_importances_
22,protein_npx_min_delta,0.0020710668814560556,0.0020710668814560556,feature_importances_
23,peptide_n_unique_rolling3_std,0.0020612253749152597,0.0020612253749152597,feature_importances_
24,peptide_abundance_std_rolling3_std,0.0019509410055540246,0.0019509410055540246,feature_importances_
25,protein_npx_median_delta,0.0017729325979043281,0.0017729325979043281,feature_importances_
26,peptide_abundance_median_delta,0.001721797131265799,0.001721797131265799,feature_importances_
27,peptide_n_unique_rolling3_mean,0.001693601467715303,0.001693601467715303,feature_importances_
28,peptide_abundance_mean_rolling3_mean,0.0016459858675691612,0.0016459858675691612,feature_importances_
