rank,feature,importance,raw_value,method
1,protein_n_unique_delta,5488624370002.184,-5488624370002.184,abs_coef
2,protein_n_unique_rolling3_mean,4279766759651.737,-4279766759651.737,abs_coef
3,protein_n_unique_lag1,3550461906915.0947,3550461906915.0947,abs_coef
4,protein_n_rows_delta,2766536883450.4053,2766536883450.4053,abs_coef
5,peptide_protein_n_unique_delta,2722087486585.112,2722087486585.112,abs_coef
6,protein_n_rows_rolling3_mean,2152105847401.8281,2152105847401.8281,abs_coef
7,peptide_protein_n_unique_rolling3_mean,2127660912275.7998,2127660912275.7998,abs_coef
8,protein_n_rows_lag1,1823494044727.4807,-1823494044727.4807,abs_coef
9,protein_n_unique_rolling3_std,1739204226557.4998,-1739204226557.4998,abs_coef
10,peptide_protein_n_unique_lag1,1726967862183.4866,-1726967862183.4866,abs_coef
11,peptide_protein_n_unique_rolling3_std,877511818460.9597,877511818460.9597,abs_coef
12,protein_n_rows_rolling3_std,861692408093.9353,861692408093.9353,abs_coef
13,protein_n_unique,446201626933.99915,446201626933.99915,abs_coef
14,peptide_abundance_median_missing,441843342426.4363,-441843342426.4363,abs_coef
15,peptide_protein_n_unique,297655923861.7357,-297655923861.7357,abs_coef
16,protein_npx_median_missing,291617400445.2815,291617400445.2815,abs_coef
17,peptide_abundance_mean_missing,244421527486.0647,244421527486.0647,abs_coef
18,protein_npx_max_missing,227038917401.68085,-227038917401.68085,abs_coef
19,peptide_abundance_std_missing,149341940084.0822,149341940084.0822,abs_coef
20,protein_n_rows,148545703101.0822,-148545703101.0822,abs_coef
21,protein_npx_min_missing,124109770990.10771,124109770990.10771,abs_coef
22,protein_npx_std_missing,99473539637.54262,-99473539637.54262,abs_coef
23,protein_npx_mean_missing,42929267856.86444,-42929267856.86444,abs_coef
24,peptide_n_unique_lag1,16398524923.566162,-16398524923.566162,abs_coef
25,peptide_n_rows_lag1,16398524920.656006,16398524920.656006,abs_coef
26,peptide_n_rows,15372037630.552305,15372037630.552305,abs_coef
27,peptide_n_unique,15372037602.858843,-15372037602.858843,abs_coef
28,has_prior_visit,14122441727.00351,14122441727.00351,abs_coef
29,peptide_abundance_min_missing,4645678176.166606,4645678176.166606,abs_coef
30,medication_on_flag,3173414393.983508,3173414393.983508,abs_coef
31,medication_off_flag,2902926890.2977543,2902926890.2977543,abs_coef
32,peptide_abundance_max_missing,2851249859.4997296,-2851249859.4997296,abs_coef
33,medication_unknown_flag,2765851628.339745,2765851628.339745,abs_coef
34,peptide_n_rows_delta,2742911365.613983,-2742911365.613983,abs_coef
35,peptide_n_unique_delta,2742911334.4947205,2742911334.4947205,abs_coef
36,peptide_n_unique_rolling3_std,2104791000.8886719,2104791000.8886719,abs_coef
37,peptide_n_rows_rolling3_std,2104790997.3104248,-2104790997.3104248,abs_coef
38,peptide_n_unique_rolling3_mean,1941020872.6170654,-1941020872.6170654,abs_coef
39,peptide_n_rows_rolling3_mean,1941020845.5637207,1941020845.5637207,abs_coef
40,peptide_abundance_max_delta_missing,441326303.98986816,441326303.98986816,abs_coef
41,peptide_abundance_max_lag1_missing,441326303.98986816,441326303.98986816,abs_coef
42,peptide_abundance_mean_delta_missing,441326303.98986816,441326303.98986816,abs_coef
43,peptide_abundance_mean_lag1_missing,441326303.98986816,441326303.98986816,abs_coef
44,peptide_abundance_median_delta_missing,441326303.98986816,441326303.98986816,abs_coef
45,peptide_abundance_median_lag1_missing,441326303.98986816,441326303.98986816,abs_coef
46,peptide_abundance_min_delta_missing,441326303.98986816,441326303.98986816,abs_coef
47,peptide_abundance_min_lag1_missing,441326303.98986816,441326303.98986816,abs_coef
48,peptide_abundance_std_delta_missing,441326303.98986816,441326303.98986816,abs_coef
49,peptide_abundance_std_lag1_missing,441326303.98986816,441326303.98986816,abs_coef
50,peptide_n_rows_delta_missing,441326303.98986816,441326303.98986816,abs_coef
51,peptide_n_rows_lag1_missing,441326303.98986816,441326303.98986816,abs_coef
52,peptide_n_unique_delta_missing,441326303.98986816,441326303.98986816,abs_coef
53,peptide_n_unique_lag1_missing,441326303.98986816,441326303.98986816,abs_coef
