rank,feature,importance,raw_value,method
74,protein_npx_mean,28.00439453125,28.00439453125,abs_coef
75,protein_npx_max,27.40576171875,-27.40576171875,abs_coef
76,peptide_abundance_mean_lag1,24.404296875,24.404296875,abs_coef
77,protein_npx_std,23.275390625,23.275390625,abs_coef
78,protein_npx_max_delta,22.96435546875,22.96435546875,abs_coef
79,peptide_abundance_mean,22.40216064453125,-22.40216064453125,abs_coef
80,protein_npx_max_lag1,21.23529052734375,21.23529052734375,abs_coef
81,protein_npx_std_lag1,20.63311767578125,-20.63311767578125,abs_coef
82,peptide_abundance_mean_delta,19.69482421875,19.69482421875,abs_coef
83,protein_npx_std_delta,15.55078125,-15.55078125,abs_coef
84,peptide_abundance_median_delta,10.837890625,10.837890625,abs_coef
85,peptide_abundance_median,7.890167236328125,-7.890167236328125,abs_coef
86,peptide_abundance_max_delta,6.68023681640625,-6.68023681640625,abs_coef
87,peptide_abundance_std_delta,6.39892578125,6.39892578125,abs_coef
88,protein_npx_max_rolling3_std,6.08642578125,-6.08642578125,abs_coef
89,peptide_abundance_std_lag1,5.573486328125,5.573486328125,abs_coef
90,protein_npx_std_rolling3_std,5.238037109375,5.238037109375,abs_coef
91,protein_npx_max_rolling3_mean,4.55126953125,4.55126953125,abs_coef
92,peptide_abundance_median_lag1,4.27001953125,4.27001953125,abs_coef
93,peptide_abundance_max_lag1,4.2568359375,-4.2568359375,abs_coef
94,peptide_abundance_mean_rolling3_mean,4.177001953125,-4.177001953125,abs_coef
95,current_updrs_2,4.0400390625,4.0400390625,abs_coef
96,peptide_abundance_max,4.0386505126953125,4.0386505126953125,abs_coef
97,peptide_abundance_median_rolling3_mean,4.021484375,4.021484375,abs_coef
98,peptide_abundance_max_rolling3_mean,2.156494140625,-2.156494140625,abs_coef
99,peptide_abundance_mean_rolling3_std,1.9755859375,1.9755859375,abs_coef
100,peptide_abundance_std,1.871612548828125,-1.871612548828125,abs_coef
101,protein_npx_std_rolling3_mean,1.48828125,-1.48828125,abs_coef
102,prior_updrs_2,1.259765625,1.259765625,abs_coef
103,peptide_abundance_max_rolling3_std,1.21533203125,1.21533203125,abs_coef
104,peptide_abundance_std_rolling3_std,1.1346588134765625,-1.1346588134765625,abs_coef
105,peptide_abundance_median_rolling3_std,1.0751953125,-1.0751953125,abs_coef
106,peptide_abundance_std_rolling3_mean,1.06689453125,1.06689453125,abs_coef
107,protein_npx_median_rolling3_mean,1.044189453125,-1.044189453125,abs_coef
108,protein_npx_median_rolling3_std,0.9599609375,-0.9599609375,abs_coef
109,protein_npx_median_lag1,0.9371261596679688,0.9371261596679688,abs_coef
110,current_updrs_3,0.9287109375,0.9287109375,abs_coef
111,protein_npx_median,0.911376953125,0.911376953125,abs_coef
112,prior_updrs_2_missing,0.85107421875,0.85107421875,abs_coef
113,protein_npx_median_delta,0.7598876953125,-0.7598876953125,abs_coef
114,protein_npx_mean_rolling3_mean,0.69805908203125,0.69805908203125,abs_coef
115,prior_updrs_3_missing,0.461181640625,-0.461181640625,abs_coef
116,current_updrs_1,0.4384765625,0.4384765625,abs_coef
117,protein_npx_mean_rolling3_std,0.403564453125,-0.403564453125,abs_coef
118,prior_updrs_3,0.369873046875,-0.369873046875,abs_coef
119,protein_npx_min_rolling3_mean,0.36474609375,0.36474609375,abs_coef
120,prior_updrs_4,0.302734375,0.302734375,abs_coef
121,protein_npx_min,0.29052734375,-0.29052734375,abs_coef
122,peptide_abundance_min_rolling3_mean,0.24658203125,-0.24658203125,abs_coef
123,current_updrs_4,0.22607421875,-0.22607421875,abs_coef
124,protein_npx_min_delta,0.210693359375,0.210693359375,abs_coef
125,current_updrs_2_missing,0.18603515625,0.18603515625,abs_coef
126,protein_npx_min_rolling3_std,0.1854248046875,-0.1854248046875,abs_coef
127,peptide_abundance_min,0.1785125732421875,0.1785125732421875,abs_coef
128,visit_number,0.165771484375,0.165771484375,abs_coef
129,current_updrs_3_missing,0.15771484375,0.15771484375,abs_coef
130,peptide_abundance_min_rolling3_std,0.14892578125,0.14892578125,abs_coef
131,current_updrs_1_missing,0.1376953125,-0.1376953125,abs_coef
132,prior_updrs_1,0.10595703125,-0.10595703125,abs_coef
133,peptide_abundance_min_delta,0.093505859375,0.093505859375,abs_coef
134,current_updrs_4_missing,0.08984375,0.08984375,abs_coef
135,visit_gap,0.0693359375,0.0693359375,abs_coef
136,prior_updrs_4_missing,0.02075958251953125,-0.02075958251953125,abs_coef
137,protein_npx_min_lag1,0.019775390625,-0.019775390625,abs_coef
138,peptide_abundance_min_lag1,0.0172119140625,0.0172119140625,abs_coef
