candidate_index,alpha,rmse,mae,smape,r2,fit_seconds,predict_seconds,total_seconds,n_features,n_train,n_validation,run_dir
1,0.1,4.974827047569941,3.9952483153077574,0.8170889866929659,-0.03262565382777782,2.60236578900367,1.0568694081157446,3.659235197119415,5784.0,799.0,189.0,results/full_experiments_patient/ridge_patient/future_updrs_1/runs/20260421_131234_ridge_patient_seed42
2,1.0,4.971233613069192,3.9928608002132715,0.8168371076644969,-0.031134413041989273,2.7210478601045907,0.986673834733665,3.7077216948382556,5784.0,799.0,189.0,results/full_experiments_patient/ridge_patient/future_updrs_1/runs/20260421_131238_ridge_patient_seed42
3,10.0,4.936936087321536,3.969731672133569,0.8144169056555348,-0.016955492671812955,3.1663302769884467,1.0594646437093616,4.225794920697808,5784.0,799.0,189.0,results/full_experiments_patient/ridge_patient/future_updrs_1/runs/20260421_131243_ridge_patient_seed42
4,100.0,4.701656471740575,3.802781236046163,0.7933640256481809,0.07766492495359711,2.8013524529524148,1.1070502549409866,3.9084027078934014,5784.0,799.0,189.0,results/full_experiments_patient/ridge_patient/future_updrs_1/runs/20260421_131247_ridge_patient_seed42
