candidate_index,n_estimators,max_depth,min_samples_leaf,rmse,mae,smape,r2,fit_seconds,predict_seconds,total_seconds,n_features,n_train,n_validation,run_dir
1,200,,1,2.2458265215073676,1.541638655462185,1.456310159473665,0.40992088427983675,57.686385408975184,1.4731608689762652,59.15954627795145,5784.0,457.0,119.0,results/full_experiments_patient/rf_patient/future_updrs_4/runs/20260420_222356_random_forest_patient_seed42
2,200,,3,2.230898919736026,1.4881536328983809,1.4578534808258479,0.417739112295617,47.38729789899662,1.3537676711566746,48.741065570153296,5784.0,457.0,119.0,results/full_experiments_patient/rf_patient/future_updrs_4/runs/20260420_222445_random_forest_patient_seed42
3,200,12.0,1,2.2433717303249168,1.5268556591005804,1.4584867120968759,0.41121014624773267,49.15483293682337,1.377822401933372,50.53265533875674,5784.0,457.0,119.0,results/full_experiments_patient/rf_patient/future_updrs_4/runs/20260420_222535_random_forest_patient_seed42
4,200,12.0,3,2.229845045874185,1.483553012905083,1.4570620770881082,0.41828910098939887,45.65034603700042,1.3452248619869351,46.99557089898735,5784.0,457.0,119.0,results/full_experiments_patient/rf_patient/future_updrs_4/runs/20260420_222623_random_forest_patient_seed42
5,200,24.0,1,2.2458265215073676,1.541638655462185,1.456310159473665,0.40992088427983675,57.74812316801399,1.2490508230403066,58.9971739910543,5784.0,457.0,119.0,results/full_experiments_patient/rf_patient/future_updrs_4/runs/20260420_222722_random_forest_patient_seed42
6,200,24.0,3,2.230898919736026,1.4881536328983809,1.4578534808258479,0.417739112295617,46.47259326092899,1.3866223827935755,47.859215643722564,5784.0,457.0,119.0,results/full_experiments_patient/rf_patient/future_updrs_4/runs/20260420_222810_random_forest_patient_seed42
7,400,,1,2.2618352243107305,1.5484243697478992,1.4545180234000075,0.4014784965652418,111.90394763322547,1.4935583746992052,113.39750600792468,5784.0,457.0,119.0,results/full_experiments_patient/rf_patient/future_updrs_4/runs/20260420_223004_random_forest_patient_seed42
8,400,,3,2.240937372626542,1.4959313288252363,1.4583063821604634,0.4124872840660727,90.37752750795335,1.3495227680541575,91.7270502760075,5784.0,457.0,119.0,results/full_experiments_patient/rf_patient/future_updrs_4/runs/20260420_223136_random_forest_patient_seed42
9,400,12.0,1,2.254862733483425,1.533886938467804,1.4566098959763514,0.40516289706567954,95.734983721748,1.33820057567209,97.07318429742008,5784.0,457.0,119.0,results/full_experiments_patient/rf_patient/future_updrs_4/runs/20260420_223313_random_forest_patient_seed42
10,400,12.0,3,2.2360379024641683,1.4937337722760413,1.4575195346078684,0.415053490827223,85.2718326728791,1.3404518188908696,86.61228449176997,5784.0,457.0,119.0,results/full_experiments_patient/rf_patient/future_updrs_4/runs/20260420_223440_random_forest_patient_seed42
11,400,24.0,1,2.2620205759268623,1.5484285122499706,1.4545073276469351,0.4013803979307722,111.00278538186103,1.4276907262392342,112.43047610810027,5784.0,457.0,119.0,results/full_experiments_patient/rf_patient/future_updrs_4/runs/20260420_223633_random_forest_patient_seed42
12,400,24.0,3,2.240937372626542,1.4959313288252363,1.4583063821604634,0.4124872840660727,92.25250677997246,1.418573270086199,93.67108005005866,5784.0,457.0,119.0,results/full_experiments_patient/rf_patient/future_updrs_4/runs/20260420_223807_random_forest_patient_seed42
